company_name,job_location,job_title,job_description,job_url
,,,,
ByteDance,"Jakarta, Jakarta, Indonesia","Partner Sales Manager - Lark, Indonesia - APAC ","About the job
Responsibilities
About the Team
We are the driving force behind Lark's expansion in the APAC market. Our focus is on helping businesses embrace digital transformation through our collaboration solutions, and we're dedicated to identifying and seizing market opportunities while acquiring new customers to foster growth.

As a Partner Sales Manager under our Sales team in Lark APAC, you will help to acquire and enable new partners, construct business plans, ensure partner success and foster mutually beneficial relationships in alignment with Lark APAC's business strategy.

Join us if you're ready to be a part of this exciting journey and to make a tangible impact on business growth!

- You will work on strategy planning with your partners. You will need to closely collaborate with your partners to develop and enhance their strategy in alignment with Lark's GTM approach. Ensuring they focus on the appropriate target audience and employ the correct methodology.
- You will collaborate with acquired partners to construct business plans that align with Lark's overall business strategy and objectives, while ensuring that partner plans contribute to mutual growth and success.
- You will be involved in enablement and monitoring the partners' sales: You will work closely with the partner enablement manager to monitor the progress of partners' sales and pitching capabilities, and determine if any actions or interventions are needed.
- You will be responsible for sourcing, outreaching, and qualifying potential partners in target markets from time to time, ensuring a robust pipeline of partners. You will also execute strategies to acquire partners that align with Lark's business objectives.
- You will act as a main point of contact for partner-related operational matters; supporting partner operations by addressing partner inquiries, providing necessary information, and ensuring smooth collaboration.
- You will act as the primary interface between Lark and Partners' marketing teams, fostering collaboration and alignment of marketing strategies. Work jointly on marketing initiatives that enhance the visibility and success of both parties.
- You will strive to grow partners' pipelines by actively monitoring pipeline performance and identifying areas of improvement

Qualifications
Minimum Qualifications:
- You fully understand how partners operate in a SaaS model. Your track record includes proven experience in channel partner management, business development, or sales, preferably in the technology industry.
- You are a strategic thinker. You possess the ability to analyze data, identify trends, and develop actionable insights to drive business growth.
- You are a results-driven achiever. You exhibit a results-oriented mindset with a track record of meeting or exceeding sales targets and KPIs.
- You have a customer-focused mindset. You demonstrate strong commitment to customer satisfaction and partner success, with a focus on delivering value and driving long-term relationships. You have the ability to build rapport, negotiate effectively, and influence stakeholders at all levels.
- You thrive in a startup environment. You excel in the ability to work independently and collaboratively in a fast-paced, dynamic environment.

Preferred Qualifications:
- Ideally, you come with some proven experience in successfully sourcing, reaching out to, and acquiring strategic partners in the APAC region.
- You have prior startup experience, showcasing your adaptability and an entrepreneurial mindset.
- You embrace willingness to travel as needed to meet with partners, attend industry events, and support business activities.

About Lark
Lark is the next-generation collaborative tools that boost organizations' efficiency, creativity, and engagement by integrating Messenger, Docs, Calendar, Video calls, Emails, and more into one easy-to-use app.


Why Join ByteDance
Inspiring creativity is at the core of ByteDance's mission. Our innovative products are built to help people authentically express themselves, discover and connect – and our global, diverse teams make that possible. Together, we create value for our communities, inspire creativity and enrich life - a mission we work towards every day.
As ByteDancers, we strive to do great things with great people. We lead with curiosity, humility, and a desire to make impact in a rapidly growing tech company. By constantly iterating and fostering an ""Always Day 1"" mindset, we achieve meaningful breakthroughs for ourselves, our Company, and our users. When we create and grow together, the possibilities are limitless. Join us.
Diversity & Inclusion
ByteDance is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At ByteDance, our mission is to inspire creativity and enrich life. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.",https://www.linkedin.com/jobs/search/?currentJobId=4320926933&keywords=Banking%20and%20Financial%20Services&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=400
C.H. Robinson,"Gambir, Jakarta, Indonesia","Agent, Ocean Operations ","About the job
We’re C.H. Robinson, one of the world’s largest logistics platforms and we're looking for our next Global Forwarding Agent. Is that you? Are you detail-oriented, service-savvy and a problem-solver? If so, this might be the perfect role for you. As a Global Forwarding Agent, you will be your customers’ primary contact responsible for managing and operating the shipment lifecycle of their global freight.

A successful Global Forwarding Agent thrives in a lightning-fast environment, finding swift resolutions to transportation and documentation problems. You’ll be very hands-on with your customers, working closely with them from the start of the shipment process. We offer a dynamic, industry-leading training program that jumpstarts your knowledge of C.H. Robinson and our systems and processes. You will come out of this experience ready to be part of a high-performing team. Our successful Global Forwarding Agents go on to expand their careers with C.H. Robinson in Operations, Sales, or Account Management.

If this all sounds good, let’s talk more about what you’ll be working on.

Responsibilities:

Maintain Operational Excellence:

Understand the processes, documentation, and terminology involved in international shipping from time of purchase order issuance through the delivery of the cargo. 
Apply industry knowledge and critical thinking to adapt processes and to create solutions in response to challenges both internally and externally.
Coordinate tasks on the shipments to meet all customer SOP requirements: booking approvals, processing pre-alerts, governmental filings, executing delivery, ensuring proper invoicing, etc.

Facilitate Relationships:

Collaborate with our international team members and third-party agents to ensure efficiency, excellent customer service and creative problem resolution.
Build great relationships with customers, responding timely and following up on issue resolution
Provide reporting and documentation support to internal and external customers.
Participate in customer business reviews.
Apply industry knowledge and critical thinking to adapt processes and to create solutions in response to challenges both internally and externally.

Required Qualifications:

High school degree or GED equivalent
Minimum of 1 year of Global Forwarding experience

Preferred Qualifications:

Values a diverse and inclusive work environment
Proficient in Microsoft Office Suite of programs
Excellent communication, prioritization, and multi-tasking skills
Proven track record of strong customer service skills, interacting with customers and being client focused
Excellent follow up with customers and the network
Critical-thinking, flexibility, and problem-solving skills to adapt to ever-changing tasks and customer needs
High level of attention to detail
Ability to work in a fast-paced and deadline-driven environment
Bachelor’s degree

If this sounds like the job for you, let's talk! We can't wait to hear from you!",https://www.linkedin.com/jobs/search/?currentJobId=4320906132&keywords=Banking%20and%20Financial%20Services&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=400
PT Nindya Karya (Persero),"Denpasar, Bali, Indonesia",BIM Modeler ,"About the job
WE’RE HIRING – (BIM) Modeller
Proyek Pengoptimalisasian Fasilitas Bandar Udara Internasional I Gusti Ngurah Rai Bali Tahap II membuka kesempatan bagi profesional berpengalaman untuk bergabung dalam tim kami sebagai (BIM) Modeller.

Kualifikasi:
1. Berpengalaman di proyek gedung atau bandara, minimal 1x atau 1 tahun di posisi yang sama
2. Teliti, memiliki jiwa tempur, dan semangat tinggi dalam bekerja. Mental kuat under pressure target Pekerjaan.
3. Mampu memodelkan BIM Level minimal 5D.

Benefit:
Salary range Rp. 5.000.000 - Rp 7.500.000 + Akomodasi, Overtime, Transportasi, Tunjangan Makan.

Siap untuk mobilisasi ke project maksimal minggu-2 November 2025.

Penempatan: Bali
Proyek: Pengoptimalisasian Fasilitas Bandar Udara Internasional I Gusti Ngurah Rai Bali Tahap II

Suksma. Sampai Berjumpa.",https://www.linkedin.com/jobs/search/?currentJobId=4320991547&keywords=Banking%20and%20Financial%20Services&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=400
PT Talenta Eksekutif Asia,"Mampang Prapatan, Jakarta, Indonesia",Club Manager - Padel Club,"About the job
This job is sourced from a job board. Learn More
This role requires the candidate in Jakarta, Indonesia.

Client Overview

Our client is a growing sports and lifestyle brand dedicated to promoting the fast-rising sport of padel in Indonesia. Located in the vibrant neighborhood of Kemang, South Jakarta, King Padel provides premium padel courts and an engaging community atmosphere for both seasoned athletes and newcomers alike. Established in 2017, this location represents one of the first dedicated padel clubs in Indonesia.

With a vision to establish itself as a hub for padel enthusiasts and lifestyle seekers, it blends high-quality facilities with social experiences, from member tournaments and coaching sessions to lifestyle events and partnerships with leading wellness and fitness brands. Backed by a passionate team and an expanding member base, it is committed to building a strong local padel ecosystem through quality service, innovative programming, and a welcoming club culture, while positioning itself as a frontrunner in this niche but fast-growing market.

Job Role

Our client is seeking a Club Manager to oversee the end-to-end operations of its Kemang club location and play a critical role in community growth, event development, and service excellence. In this role, you will lead initiatives that drive membership growth, increase member engagement through tailored activation programs, and create exciting events that elevate the club’s visibility and revenue. You’ll collaborate with operations, coaching, and service teams to ensure seamless day-to-day execution and uphold King Padel’s service standards.

Additionally, you will act as the face of the club, forging new partnerships, engaging with members, and actively shaping the overall member experience. Whether it’s launching a weekend tournament, onboarding a brand sponsor, or fine-tuning operational workflows, your leadership will directly contribute to the club’s success.

Key Responsibilities

Revenue & Program Development
Design and implement engaging club events and padel programs to drive member participation and increase revenue.
Monitor performance of programs and adjust strategies based on member feedback and business outcomes.
Member Engagement & Growth
Lead membership acquisition, retention, and activation strategies.
Maintain excellent relationships with existing members while continuously identifying opportunities to attract new ones.
Create a strong community environment within the club.
Club Operations & Service Quality
Oversee daily club operations and ensure the highest standards of service are consistently delivered.
Collaborate with coaching, front-desk, and maintenance teams to ensure a smooth and welcoming experience for all members and guests.
Monitor cleanliness, safety, and facility readiness at all times.
Partnerships & External Relations
Identify and manage collaborations with external partners and sponsors to enhance club visibility and member benefits.
Initiate strategic partnerships that align with the club’s growth goals and community initiatives.

Candidate Requirements

Education: Minimum Bachelor's degree in any relevant field.
Experience:
Experience in managing a padel club or similar sports/recreation facility - 6 months of relevant experience is acceptable.
Background in hospitality, event planning, or sports management.
Existing network within the sports, wellness, or active lifestyle community.
Language Skills: Conversational level in English.
Professional Skills:
Strong communication and interpersonal skills.
Demonstrated ability in organizing events, community building, or client relationship management.
Passion for sports and fitness, especially racquet sports like padel.
Highly organized, target-oriented, and able to work both independently and collaboratively.

Job Code: #379

Desired Skills and Experience
Operations Management, Operational Strategy, Business Management, Marketing Strategy, Performance Management",https://www.linkedin.com/jobs/search/?currentJobId=4334328638&keywords=Banking%20and%20Financial%20Services&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=400
ZONA,"Kecamatan Rungkut, East Java, Indonesia",Associate Software Engineer,"About the job
This job is sourced from a job board. Learn More
Associate Software Engineer (Business System Analyst) – SALT (Surabaya)

💰 Contract: 6 months

🏢 Location: Onsite – Surabaya

📅 Work Days: Monday to Friday

Responsibilities

Work closely with business users to gather, analyze, and document system requirements.
Translate business needs into technical specifications for the development team.
Support the design and improvement of internal systems and applications.
Participate in testing, validation, and system implementation.
Coordinate with cross-functional teams to ensure solutions meet business goals.

Requirements

Bachelor’s degree in Computer Science, Information Systems, or a related field.
1–3 years of experience as a Business System Analyst or Associate Software Engineer.
Understanding of software development lifecycle (SDLC) and system integration concepts.
Strong analytical, communication, and documentation skills.
Ability to work onsite and collaborate effectively with technical and business teams.

Desired Skills and Experience
Node.js, MySQL, Angular.js, React.js, Laravel, MongoDB, Go / Golang",https://www.linkedin.com/jobs/search/?currentJobId=4334268947&keywords=Banking%20and%20Financial%20Services&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=400
PT Raja Mitra Sehati,"Margahayu, West Java, Indonesia",Desainer Grafis & Brand,"About the job
This job is sourced from a job board. Learn More
Job Descriptions

Membuat dan merancang materi branding atau iklan
Membuat materi iklan cetak dan digital
Mengembangkan Visual Utama dan Materi Pendukung untuk Kampanye Pemasaran
Membantu dalam pengelolaan situs web, buletin, dan lainny
Mendesain materi grafis, penjualan, dan pemasaran, misalnya EDM / Poster / Spanduk / Display Penjualan
Mengelola Desain dari Konsep hingga Produksi
Berinteraksi dengan percetakan eksternal atau kontraktor/pemasok untuk memastikan kualitas terbaik dan pemenuhan tenggat waktu
Mendokumentasikan dengan baik semua file desain

Job Requirements

Pendidikan minimal S1 Desain Komunikasi Visual
Pengalaman minimal 1 tahun di bidang yang sama
Terampil dalam fotografi dan videografi
Pengetahuan tentang produksi cetak, kode warna, format, dll.
Pengetahuan tentang pengeditan fotografi di Adobe Photoshop atau Lightroom

Desired Skills and Experience
Graphic Design, Video Editing, Canva Design",https://www.linkedin.com/jobs/search/?currentJobId=4334368276&keywords=Banking%20and%20Financial%20Services&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=400
FYP MEDIA,"Kecamatan Serpong Utara, Banten, Indonesia",KOL Specialist,"About the job
This job is sourced from a job board. Learn More
Kualifikasi

Pendidikan - Minimal S1 dalam bidang pemasaran, komunikasi, manajemen bisnis, atau bidang terkait lainnya.
Pengalaman - Minimal 1tahun pengalaman di bidang pemasaran digital atau manajemen KOL, influencer marketing, atau social media marketing.
Kemampuan Analisis - Mahir dalam mengukur dan menganalisis hasil kampanye KOL menggunakan berbagai tools (seperti Google Analytics, media sosial insights, dll).
Networking yang Kuat - Memiliki jaringan yang luas di industri KOL, khususnya di sektor yang relevan dengan perusahaan.
Keterampilan Komunikasi yang Baik - Keterampilan komunikasi yang sangat baik, baik secara lisan maupun tertulis, serta kemampuan negosiasi yang kuat.
Kreatif dan Inovatif - Mampu berpikir kreatif dalam mengembangkan ide-ide kampanye baru yang menarik untuk audiens.
Mampu Bekerja di Bawah Tekanan - Mampu mengelola banyak kampanye dengan tenggat waktu yang ketat.

Tanggung Jawab Utama

Mengidentifikasi dan Merekrut KOL - Mencari, mengidentifikasi, dan memilih Key Opinion Leaders (influencer, selebriti, pakar industri) yang sesuai dengan brand image dan strategi pemasaran perusahaan.
Menjalin dan Mengelola Hubungan dengan KOL - Membangun hubungan yang baik dengan KOL dan menjaga komunikasi yang berkelanjutan.
Perencanaan Kampanye KOL - Menyusun strategi, rencana, dan anggaran untuk kampanye yang melibatkan KOL guna mencapai target pemasaran perusahaan.
Pelaksanaan dan Monitoring Kampanye - Mengkoordinasi pelaksanaan kampanye bersama KOL dan memastikan setiap aktivitas sesuai dengan rencana, termasuk pemantauan kinerja.
Analisis dan Pelaporan - Mengukur efektivitas kampanye KOL melalui analisis metrik dan membuat laporan hasil kampanye untuk perbaikan di masa depan.
Kolaborasi Antar Departemen - Bekerjasama dengan tim pemasaran, media sosial, dan kreatif untuk memastikan pesan dan aktivitas KOL konsisten dengan strategi merek.

Desired Skills and Experience
Program Management, Client Relations, Communicative",https://www.linkedin.com/jobs/search/?currentJobId=4334238914&keywords=Banking%20and%20Financial%20Services&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=400
AVEA,"Jakarta, Jakarta, Indonesia",Junior Marketing Analyst,"About the job
About Us

Avea is a pioneering dietary supplement company committed to promoting longevity and wellbeing. Beyond our innovative supplements from our Swiss R&D, we're expanding our reach into the digital health landscape, developing personalised coaching and lifestyle management solutions.

Join us as we shape the emerging longevity space, fostering healthier, longer lives.

As a Junior Marketing Analyst you will have the unique opportunity to gain insights into the dynamic world of a growing startup with a strong D2C strategy. You'll support our team in establishing a strong presence across both online and offline channels.

This role is Hybrid (2 days WFH, 3 days in South Jakarta Office)

What will you do

Marketing Planning and Deliverables

Develop marketing campaign plans, budgets, and strategies to achieve target objectives by implementing insights from performance analyses.
Create and plan marketing deliverables from scratch, including but not limited to scriptwriting, creative and scene planning, prop preparation, and coordination with content creators.
Optimise marketing deliverables to drive incremental efficiency and performance.

Digital Marketing Operations, Analysis, and Reporting

Set up ad campaigns and upload assets across various platforms such as Meta, TikTok, and others.
Maintain the ETL process (Extract, Transform, Load) from various data sources such as marketplaces, social media, and ad platforms into our reporting dashboards.
Prepare weekly reports with in-depth analyses to identify opportunities and anomalies, and craft action plans to achieve the desired outcomes.

Partnership Management

Actively identify and engage new partners for affiliate marketing, user-generated content, online publications, and offline collaborations.
Draft clear and favourable partnership contracts that align with company interests while maintaining respect for partners.
Maintain strong relationships with partners by upholding integrity, professionalism, and responsiveness.

What are we looking for

Fresh graduates from all majors are welcome to apply!
Fluency in English is a must.
Fluency in German is a plus.
A keen interest in wellness, health, supplements, and longevity, or a strong willingness to learn more about the industry.
An organised and independent personality, with the ability to manage multiple tasks without dropping the ball.
If you're proactive and enjoy taking ownership of your work, we'd love to hear from you!

Why join us

We believe that the best companies help you live your life the way you want and become the person you want to be. That's why we focus on promoting your personal freedom and growth. As a member of our team, you'll enjoy:

Working at a well-funded, early-stage startup in the longevity industry.
Being part of a dynamic, high-performing, and fun team.
A high degree of personal responsibility, creative freedom, and opportunities.
Collaborating with the brightest researchers in the longevity field and with successful and renowned serial entrepreneurs.
Hybrid opportunities with home office/coworking support.
A strong team culture with regular team events and off-sites.
Join us as we shape the emerging longevity space, fostering healthier, longer lives!

Company Perks & Benefits

🗺️ Strong team culture with regular team events and off-sites

🍹 Unlimited holidays and flexible working hours.

💻 Latest MacBook Air

🏡 Remote Office Upgrade budget

🎓Education allowance and accelerated growth paths.

🎁 Complimentary Avea products and discounts for family & friends.",https://www.linkedin.com/jobs/search/?currentJobId=4334358242&keywords=Banking%20and%20Financial%20Services&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=400
ReliefWeb,"Jayapura, Papua, Indonesia",Provincial Finance Officer - Papua,"About the job
Indonesia

Provincial Finance Officer - Papua

Organization

DT Global

Posted 5 Nov 2025 Closing date 17 Nov 2025

Location: Papua Region (Jayapura)

Program Background

Responsibilities

The SKALA Program is a significant Australian investment designed to help Indonesia address regional disparities in development. SKALA will contribute to this objective by strengthening selected elements of Indonesia’s large and complex decentralised government system responsible for the delivery of basic services (Layanan Dasar). The SKALA Program’s core approach is to facilitate better collaboration (Kolaborasi) between Indonesian government stakeholders, at national and subnational levels, to help realise synergies (Sinergi) that will trigger improved service delivery. Moreover, SKALA will build on, and take to scale, the successes and learning from Australia’s previous 19 years of support to Indonesia’s decentralised government system. The SKALA Program is to be implemented through the following three pillars:

Pillar 1: Stronger national level enabling environment for sub-national service delivery.

Pillar 2: Better sub-national governance for service delivery.

Pillar 3: Greater participation, representation and influence for women, people with disabilities and vulnerable groups.

SKALA is implemented at the national level with an office in Jakarta and at the subnational level with offices in Aceh, Nusa Tenggara Barat, Nusa Tenggara Timur, Maluku, Gorontalo, Kalimantan Utara, Tanah Papua. In addition to the 3 pillars, SKALA works across 4 general themes of Public Financial Management, Minimum Service Standards, Data and Analysis and GEDSI.

About DT Global Asia Pacific

At DT Global Asia Pacific, we aim to positively impact people’s lives through delivery excellence. As a leading implementing partner across Asia and the Pacific, we co-create locally led solutions in partnership with governments, communities, and stakeholders. We bring together talented teams and deep regional expertise to deliver initiatives that promote inclusive economic growth, essential services, and resilient, secure communities. With over 1,500 staff, experts in 22+ countries and more than 60 years of development experience, we tackle complex community, national and transnational challenges — from governance and justice systems to climate resilience, infrastructure and social equity — with innovative thinking and a commitment to long-term impact.

For more information, please see www.dt-global.com

The Role

The Provincial Finance Officer – Papua provides day-to-day financial and administrative support to ensure transparent, accurate, and compliant financial management for SKALA’s Papua Provincial Office. The position reports to the Provincial Lead – Papua and receives daily supervision from the Provincial Finance Coordinator – Papua, and works closely with the Jakarta-based Finance and Compliance team.

Click on the link or copy paste it to access the full Terms of Reference for this position:

https://tinyurl.com/2nrwkdab

About You

Specific Responsibilities

Financial Operations

Prepare and process payment requests and ensure completeness and compliance with SKALA Finance Manual.
Maintain petty cash for Papua office, record transactions, and prepare monthly reconciliation reports.
Support advance requests, acquittals, and monitor staff and consultant advances.
Assist in reviewing workshop and travel financial documentation and verifying supporting evidence.
Ensure timely and accurate filing of all financial records (both hard copy and digital).
Assist in the preparation of monthly financial reports for submission to the Finance Coordinator and Jakarta Finance Team.

Compliance and Monitoring

Ensure all provincial financial transactions comply with DT Global, DFAT, and SKALA financial policies.
Verify payment supporting documents, coding accuracy, and adherence to budget allocations.
Support internal audits, finance quality checks, and assist in implementing audit recommendations.
Monitor outstanding advances and ensure timely settlement.
Identify and report potential risks, irregularities, or fraud indicators to the Provincial Finance Coordinator and Province Lead – Papua Region.

Coordination and Support

Liaise with Jakarta Finance Team for monthly closing, funds transfer, and other reporting requirements.
Provide support and advice to provincial staff on financial procedures and documentation.
Support activity budgeting and financial forecasts for events and fieldwork.
Coordinate with respective Papua’s Administration Officer and Operations and Procurement teams for payments and vendor documentation.

Other Duties

Comply with DFAT, DT Global and SKALA policies on gender, disability, fraud and anticorruption, child protection, PSEAH and the environment.
Ensure compliance and adherence to various operational policies, guidelines and manuals issued by DT Global and SKALA.
Proactively identify and manage risks within level of accountability.
Undertake other finance-related tasks as required by the program

Job Requirements

Work environment involves only infrequent exposure to disagreeable elements and minor physical exertion and/or strain.
Work may require long, and flexible hours as needed. Travel is based on need.

Relationship Management

The Provincial Finance Officer – Papua reports to the Provincial Lead – Papua and receives daily supervision from the Provincial Finance Coordinator – Papua. The role works closely with the Provincial Operations Team, the Jakarta-based Finance and Compliance Unit, and external service providers including vendors, banks, and auditors.

Selection Criteria

Essential

Diploma or Bachelor’s degree in Accounting/Finance.
Minimum 3 years of relevant work experience.
Strong organizational and document management skills.
Familiarity with accounting systems and financial reporting.
Good communication and interpersonal skills.
High attention to detail, reliability, and integrity.
Strong problem-solving skills and ability to manage competing priorities.
Strong teamwork, adaptability, and time management skills.

Preferred

Experience in donor-funded programs, particularly DFAT.
Knowledge of local tax and compliance requirements.
Previous experience working in the Papua region.
Ability to work independently while maintaining accountability and collaboration with colleagues.
Good English capability will be an advantage.
Ability to work effectively with local government counterparts and community-based partners.
Experience using digital finance or ERP systems.

How to apply

Click the link to apply: Position Description

Please submit

 Your CV
 A cover letter addressing the selection criteria

APPLICATIONS CLOSE Monday, 17 November 2025, Max 5 PM Jakarta Time

Encouraging Applications From People With Disabilities

As part of our commitment to inclusion, we actively encourage applications from people with disabilities (PWDs). We are also committed to providing reasonable accommodation throughout the recruitment process and in the workplace to support the success and well-being of employees with disabilities. Candidates requiring any adjustments to participate equitably, may contact SKALA People & Culture unit at recruitment@skala.or.id and we will work with the candidate to find the right solution. This information is strictly confidential; used solely to strengthen our inclusive hiring efforts and ensure we provide any support needed. Your disclosure will not impact on recruitment decisions.

Should this role be of interest, we encourage you to apply as soon as possible. Kindly note only shortlisted applicants will be contacted.

DT Global is committed to child protection and safeguarding the welfare of children in the delivery of our international development programs. We are committed to Safety and the Prevention of Sexual Abuse and Harassment (PSEAH), and bribery prevention. DT Global is an equal opportunity employer and we encourage women, men, people with diverse backgrounds and people living with disabilities to apply. This program is funded by the Australian Government and Managed by DT Global.

Job details

Country

Indonesia

City Jayapura Source

DT Global

Type

Job

Career category

Administration/Finance

Years of experience

3-4 years

Share

 Share this on Facebook 
 Share this on X 
 Post this on LinkedIn",https://www.linkedin.com/jobs/search/?currentJobId=4334368094&keywords=Banking%20and%20Financial%20Services&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=400
,,,,
Turnkey Inside,"Batu, East Java, Indonesia",Executive Assistant - Data & Treasury,"About the job
Start Your Career in FinTech with Turnkey Inside!

📍 Placement: Hybrid (Batu, East Java) - but must willing to travel (domestic/abroad).


This critical role requires a highly meticulous and resilient individual to serve as the analytical and operational backbone for the Executive. You will be responsible for converting spontaneous operational chaos into structured systems by conducting rapid research, performing data analysis, and maintaining absolute data integrity across all business and operational streams (Client, Vendor, and New Business Initiatives).


Key Responsibilities :

Data Integrity, Research, and Analysis (Meticulousness & Satset)
Data Control & Entry: Perform high-volume, high-accuracy data entry, cleaning, and organization. You are the definitive control point, ensuring 100% accuracy of all figures and information within databases and spreadsheets.
Ad-Hoc Research & Analysis: Conduct swift and targeted research on market trends, competitor activities, potential vendors, and new business partners. You must analyze the data quickly to produce concise, actionable reports for the Executive.
System Development: Implement and maintain structured data and filing systems to organize documentation (digital and physical) generated from internal operational processes.


2. Business Relations & Administrative Operations

Business Communication Liaison: Act as the professional point of contact for external stakeholders, managing and ensuring prompt and accurate follow-up on correspondence with stakeholder
Operational Reporting: Prepare and format comprehensive operational and business performance reports, ensuring data integrity is maintained from entry through final presentation.
Process Improvement: Identify bottlenecks or disarray within existing operational and documentation workflows and proactively propose and implement solutions for greater efficiency and organization.

3. Non-Negotiable Personal Qualities

Extreme Resilience : Must thrive in a high-pressure, fast-paced, and pop-up environment. Ability to handle large volumes of unstructured data and urgent requests while maintaining unwavering accuracy and composure.
Meticulous & Highly Organized : A zero-tolerance policy for errors. You must be obsessed with details and systematic organization in all data and documentation.
Proactive & Analytical: Anticipate the data and research needs of the Executive's business decisions. You must possess the initiative to take action and the logical capacity to interpret raw data.


Other Requirements : 

 Diploma or Bachelor's degree in any field (Business Administration, Communication, or related field is a plus).
 Interest in assisting, administrative, and fintech proficiency in Microsoft Office (Excel, Word, PowerPoint) and basic project or schedule management tools.
 Basic knowledge of macros, Python, or data analysis is a plus.
 Strong organizational and multitasking skills with attention to detail.
 Excellent communication and interpersonal skills, both in English and Bahasa Indonesia
 Ability to manage schedules, follow up on tasks, and assist in daily coordination with internal teams or external partners.
 Capable of gathering data, preparing reports, and handling confidential information with discretion.
 Fast learner, adaptable, and able to work in a dynamic environment.
 Positive attitude, quick thinking, and open to learning new skills or knowledge.",https://www.linkedin.com/jobs/search/?currentJobId=4321000893&keywords=Banking%20and%20Financial%20Services&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=400
Allianz Partners,"Gambir, Jakarta, Indonesia",Claims Analyst (Health Insurance) - Jakarta ,"About the job
Allianz Partners, a global leader in assistance and insurance, and grow your career in a team that values high standards, clear processes, and continuous learning. As a Claims Analyst (Health Insurance), you’ll work with a supportive, experienced claims team that follows global best practices—giving you structured training, proven tools, and real opportunities to develop. You’ll manage health insurance claims end-to-end, liaising with hospitals and doctors to deliver fair, compliant outcomes while maintaining integrity and confidentiality.

Note: You will be employed by and on the payroll of PT Asuransi Central Asia, working full-time with Allianz Partners’ team.

What You’ll Do

Review and process medical claims per policy, procedures, and regulations
Check, track, file, and verify completeness of claim documents,records and reports
Assess medical expenses and evidence; recommend approvals, rejections, or adjustments based on medical and financial considerations
Coordinate with hospitals, doctors, and related parties to gather information
Respond to client inquiries and collaborate with other departments for prompt resolution
Identify potential fraud or discrepancies and take appropriate action; collaborate with Risk Management to mitigate processing risks
Implement and maintain quality control measures; support team productivity/service standards

What You’ll Bring

Bachelor’s in Medical, Paramedical, Insurance, Business, or related fields preferred; may be waived with proven medical claims experience
1–2 years’ customer-focused experience (clinical/paramedical, TPA/insurance) preferred; fresh graduates with relevant internships/projects considered
Proficient in Microsoft Office; comfortable learning claims management systems and data tools
Working knowledge of insurance policies, claims procedures, and regulations is a plus; willingness to learn is essential
Strong analytical and problem-solving skills; high accuracy, attention to detail; uphold integrity and confidentiality
Clear written and verbal communication; able to work independently and in a team; hybrid option may be available based on business needs

Location

Mal Ambasador, Jl. Prof. Dr. Satrio, Sub-district Karet Kuningan, District Setiabudi, South Jakarta, Special Capital Region of Jakarta, 12920

What Success Looks Like

Timely, well-documented claim decisions with clear communication
Smooth collaboration with providers, partners, and internal teams
Reliable reserve management and clean case data with minimal rework

Why Join Allianz Partners

Work with a trusted global brand and gain regional case exposure
Structured training, mentorship, and clear career growth pathways
Supportive team culture focused on collaboration and continuous improvement

If you’re excited but unsure if you meet every requirement, apply anyway—we value potential, transferable skills, and a growth mindset

85032 | Customer Services & Claims | Professional | Allianz Partners | Full-Time | Permanent

Allianz Group is one of the most trusted insurance and asset management companies in the world. Caring for our employees, their ambitions, dreams and challenges, is what makes us a unique employer. Together we can build an environment where everyone feels empowered and has the confidence to explore, to grow and to shape a better future for our customers and the world around us.

At Allianz, we stand for unity: we believe that a united world is a more prosperous world, and we are dedicated to consistently advocating for equal opportunities for all. And the foundation for this is our inclusive workplace, where people and performance both matter, and nurtures a culture grounded in integrity, fairness, inclusion and trust.

We therefore welcome applications regardless of ethnicity or cultural background, age, gender, nationality, religion, social class, disability or sexual orientation, or any other characteristics protected under applicable local laws and regulations.

Join us. Let's care for tomorrow.",https://www.linkedin.com/jobs/search/?currentJobId=4333296857&keywords=Banking%20and%20Financial%20Services&origin=JOB_SEARCH_PAGE_JOB_FILTER&sortBy=DD&start=400
